"Classification","Business_Name","Title","Address","Suburb","Postcode","State","Country","Distance","GLA"
"Supermarket and Grocery Stores","ALDI","ALDI Mulgrave","271 Police Road","Mulgrave","3170","Victoria","Australia","1735.24","1600"
"Supermarket and Grocery Stores","ALDI","ALDI Ferntree Gully","1009 Burwood Highway","Ferntree Gully","3156","Victoria","Australia","1737.04","1300"
"Supermarket and Grocery Stores","ALDI","ALDI Keysborough","466 - 468 Cheltenham Road","Keysborough","3173","Victoria","Australia","1737.2","1400"
"Supermarket and Grocery Stores","ALDI","ALDI Rowville","1100 Wellington Road","Rowville","3178","Victoria","Australia","1738.17","1400"
"Supermarket and Grocery Stores","ALDI","ALDI Seville","638 Warburton Highway","Seville","3139","Victoria","Australia","1738.25","2000"
"Supermarket and Grocery Stores","ALDI","ALDI Dandenong Plaza","Cnr McCrae Street, Walker Street","Dandenong","3175","Victoria","Australia","1740.89","1600"
"Supermarket and Grocery Stores","ALDI","ALDI Endeavour Hills","974 Heatherton Road","Endeavour Hills","3802","Victoria","Australia","1742.5","2200"
"Supermarket and Grocery Stores","ALDI","ALDI Carrum","516 - 520 Station Street","Carrum","3197","Victoria","Australia","1742.89","1300"
"Supermarket and Grocery Stores","ALDI","ALDI Monbulk","32 - 36 Main Road","Monbulk","3793","Victoria","Australia","1743.21","1500"
"Supermarket and Grocery Stores","ALDI","ALDI Carrum Downs","493 Frankston-Dandenong Road","Carrum Downs","3201","Victoria","Australia","1747.86","1400"
"Supermarket and Grocery Stores","ALDI","ALDI Frankston","28 Beach Street","Frankston","3199","Victoria","Australia","1748.28","2000"
"Supermarket and Grocery Stores","ALDI","ALDI Narre Warren","229 Princess Highway","Narre Warren","3805","Victoria","Australia","1748.39","1800"
"Supermarket and Grocery Stores","ALDI","ALDI Hampton Park","400 Pound Road","Hampton Park","3976","Victoria","Australia","1748.79","1300"
"Supermarket and Grocery Stores","ALDI","ALDI Mornington","241 / M02 Main Street","Mornington","3931","Victoria","Australia","1750.36","1300"
"Supermarket and Grocery Stores","ALDI","ALDI Lyndhurst","10 - 18 Society Ave","Lyndhurst","3975","Victoria","Australia","1750.42","1500"
"Supermarket and Grocery Stores","ALDI","ALDI Mornington Peninsula","1128 Nepean Hwy","Mornington","3931","Victoria","Australia","1751.2","1400"
"Supermarket and Grocery Stores","ALDI","ALDI Karingal","330 Cranbourne Road","Frankston","3199","Victoria","Australia","1751.71","1400"
"Supermarket and Grocery Stores","ALDI","ALDI Narre Warren South","400 Narre Warren-Cranbourne Road","Narre Warren South","3805","Victoria","Australia","1752.48","1500"
"Supermarket and Grocery Stores","ALDI","ALDI Rosebud","1313 Point Nepean Road","Rosebud","3939","Victoria","Australia","1753.47","1500"
"Supermarket and Grocery Stores","ALDI","ALDI Eden Rise","1 O'Shea Road","Berwick","3806","Victoria","Australia","1754.32","1300"
"Supermarket and Grocery Stores","ALDI","ALDI Beaconsfield","53 Old Princes Highway","Beaconsfield","3807","Victoria","Australia","1754.56","1300"
"Supermarket and Grocery Stores","ALDI","ALDI Cranbourne East","1 S Linsell Boulevard","Cranbourne East","3977","Victoria","Australia","1754.73","1300"
"Supermarket and Grocery Stores","ALDI","ALDI Cranbourne","14 - 20 Bakewell Street","Cranbourne","3977","Victoria","Australia","1755.15","1500"
"Supermarket and Grocery Stores","ALDI","ALDI Dromana","120 Nepean Highway","Dromana","3936","Victoria","Australia","1756.3","1200"
"Supermarket and Grocery Stores","ALDI","ALDI Clyde North","Cnr Berwick-Cranbourne Road, Hamersley Dr","Clyde North","3978","Victoria","Australia","1756.59","1400"
"Supermarket and Grocery Stores","ALDI","ALDI Bathurst","128 Russell Street","Bathurst","2795","New South Wales","Australia","1757.97","1200"
"Supermarket and Grocery Stores","ALDI","ALDI Somerville","1089 - 109 Frankston-Flinders Road","Somerville","3912","Victoria","Australia","1758.36","1500"
"Supermarket and Grocery Stores","ALDI","ALDI 195 Tuckers Road","205E Tuckers Road, Cranbourne East, VIC, Australia","Cranbourne East","3978","Victoria","Australia","1759.35",""
"Supermarket and Grocery Stores","ALDI","ALDI Dalby","34 Archibald Street","Dalby","4405","Queensland","Australia","1760.46","1400"
"Supermarket and Grocery Stores","ALDI","ALDI Pakenham","1 - 3 Portobello Road","Pakenham","3810","Victoria","Australia","1761.31","1500"
"Supermarket and Grocery Stores","ALDI","ALDI Hastings","5 Queen Street","Hastings","3915","Victoria","Australia","1766.02","1500"
"Supermarket and Grocery Stores","ALDI","ALDI Northam","10 Beamish Avenue","Northam","6401","Western Australia","Australia","1776.3","1400"
"Supermarket and Grocery Stores","ALDI","ALDI Yass","193 Comur Street","Yass","2582","New South Wales","Australia","1776.93","1500"
"Supermarket and Grocery Stores","ALDI","ALDI Cowes","68 - 80 Thompson Avenue","Cowes","3922","Victoria","Australia","1780.75","1500"
"Supermarket and Grocery Stores","ALDI","ALDI Tamworth","194 - 196 Peel Street","Tamworth","2340","New South Wales","Australia","1788.92","1600"
"Supermarket and Grocery Stores","ALDI","ALDI Gladstone","52-54 Boles Street","West Gladstone","4680","Queensland","Australia","1789.74","1300"
"Supermarket and Grocery Stores","ALDI","ALDI Warragul","12 - 28 Queen Street","Warragul","3820","Victoria","Australia","1797.47","1500"
"Supermarket and Grocery Stores","ALDI","ALDI Holt","50 - 60 Hardwick Crescent","Holt","2615","Australian Capital Territory","Australia","1806.76","1300"
"Supermarket and Grocery Stores","ALDI","ALDI Lithgow","2 Valley Drive","Pottery Estate","2790","New South Wales","Australia","1809.52","1200"
"Supermarket and Grocery Stores","ALDI","ALDI Casey","15 Kingsland Parade","Casey","2913","Australian Capital Territory","Australia","1810.01","1400"
"Supermarket and Grocery Stores","ALDI","ALDI Belconnen","Cnr Benjamin Way, Cohen Street","Belconnen","2617","Australian Capital Territory","Australia","1811.4","2400"
"Supermarket and Grocery Stores","ALDI","ALDI Amaroo","12 Pioneer Street","Amaroo","2914","Australian Capital Territory","Australia","1812.29","1500"
"Supermarket and Grocery Stores","ALDI","ALDI Macquarie","7 Jamison Centre, Macquarie, ACT, Australia","Macquarie","2614","Australian Capital Territory","Australia","1812.68","2100"
"Supermarket and Grocery Stores","ALDI","ALDI Gungahlin","43 Hibberson St","Gungahlin","2912","Australian Capital Territory","Australia","1813.52","1300"
"Supermarket and Grocery Stores","ALDI","ALDI Wonthaggi","Cnr Murray Street, McKenzie Street","Wonthaggi","3995","Victoria","Australia","1813.92","1200"
"Supermarket and Grocery Stores","ALDI","ALDI Wright","4 Gornall Street, Canberra, ACT, Australia","Canberra","2611","Australian Capital Territory","Australia","1813.95",""
"Supermarket and Grocery Stores","ALDI","ALDI Weston","Cnr Cooleman Court, Brierly Street","Weston","2611","Australian Capital Territory","Australia","1816.29","1400"
"Supermarket and Grocery Stores","ALDI","ALDI Kingaroy","73 - 81 Youngman Street","Kingaroy","4610","Queensland","Australia","1817.33","1300"
"Supermarket and Grocery Stores","ALDI","ALDI Moe","10 - 12 Saviges Rd","Moe","3825","Victoria","Australia","1818.58","1400"
"Supermarket and Grocery Stores","ALDI","ALDI Canberra CBD","148 Bunda Street","City","2601","Australian Capital Territory","Australia","1818.97","1300"
"Supermarket and Grocery Stores","ALDI","ALDI Tuggeranong","0 Anketell Street, Soward Way","Greenway","2900","Australian Capital Territory","Australia","1822.0","1400"
"Supermarket and Grocery Stores","ALDI","ALDI Albany","70-80 Albany Highway","Centennial Park","6330","Western Australia","Australia","1823.63","1900"
"Supermarket and Grocery Stores","ALDI","ALDI Leongatha","8 - 10 Bruce Street","Leongatha","3953","Victoria","Australia","1824.16","1500"
"Supermarket and Grocery Stores","ALDI","ALDI Majura Park","18 - 26 Spitfire Avenue","Canberra Airport","2609","Australian Capital Territory","Australia","1824.56","1500"
"Supermarket and Grocery Stores","ALDI","ALDI Torrington","546 Bridge Street","Torrington","4350","Queensland","Australia","1824.8","1500"
"Supermarket and Grocery Stores","ALDI","ALDI Muswellbrook","31 Rutherford Road","Muswellbrook","2333","New South Wales","Australia","1825.22","1300"
"Supermarket and Grocery Stores","ALDI","ALDI Conder","9 Sidney Nolan Street","Conder","2906","Australian Capital Territory","Australia","1826.22","1600"
"Supermarket and Grocery Stores","ALDI","ALDI Chisholm","36 Benham Street","Chisholm","2905","Australian Capital Territory","Australia","1826.3","1200"
"Supermarket and Grocery Stores","ALDI","ALDI Highfields","73 Highfields Road","Highfields","4352","Queensland","Australia","1828.38","1400"
"Supermarket and Grocery Stores","ALDI","ALDI Harlaxton","1 - 7 Parrot Street","Harlaxton","4350","Queensland","Australia","1829.52","1500"
"Supermarket and Grocery Stores","ALDI","ALDI Kearneys Spring","Cnr Hume Street, Stenner Street","Kearneys Spring","4350","Queensland","Australia","1829.64","1400"
"Supermarket and Grocery Stores","ALDI","ALDI Jerrabomberra","9 Ferdinand Lane","Jerrabomberra","2619","New South Wales","Australia","1829.76","1400"
"Supermarket and Grocery Stores","ALDI","ALDI Mundaring","22 - 24 Hartung Street","Mundaring","6073","Western Australia","Australia","1829.98","1600"
"Supermarket and Grocery Stores","ALDI","ALDI Queanbeyan","134 - 136 Crawford Street","Queanbeyan","2620","New South Wales","Australia","1830.53","1200"
"Supermarket and Grocery Stores","ALDI","ALDI Katoomba","Cnr Waratah Street, Katoomba Street","Katoomba","2780","New South Wales","Australia","1833.24","1100"
"Supermarket and Grocery Stores","ALDI","ALDI Morwell Mid Valley","72-82 Princes Drive, Morwell, VIC, Australia","Morwell","3840","Victoria","Australia","1833.99","2200"
"Supermarket and Grocery Stores","ALDI","ALDI Goulburn","9 - 13 Clinton Lane","Goulburn","2580","New South Wales","Australia","1836.03","1300"
"Supermarket and Grocery Stores","ALDI","ALDI Stanthorpe","Cnr Lock Street, Davadi Street","Stanthorpe","4380","Queensland","Australia","1836.38","1500"
"Supermarket and Grocery Stores","ALDI","ALDI Traralgon","141 - 143 Argyle Street","Traralgon","3844","Victoria","Australia","1838.22","1400"
"Supermarket and Grocery Stores","All Butchers","Scotts Family Butchery","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Vinces Meat Supply","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Parma Smallgoods Pty Ltd","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Broadwater IGA Xpress","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Pinelands Quality Meats","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Rathmines Butchery","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Robert's Meats","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Beaufort Butchery","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Tenambit Butchery","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","McLeods Butchery","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Bitola Meats","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Standom Smallgoods","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Smarts Butchery","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Prime Time Quality Meats","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Bonza Bangers","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Zac's Quality Meats","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Whans South End Butchery","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Bayview Butchery","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Meadows Country Meat","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Centreway Wholesale Meats","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Devitt Wholesale Meats Pty Ltd","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Camooweal Butchery","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","G & R Meats","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Warrego Butchery & Grazing","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Hong Xuong Butchery","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Caboolture Quality Meats","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Azzopardi Butchers","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Terry Gardiner's Meats & Smallgoods","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Ladysmith Lamb","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Meats A Treat","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Russell's Prime Quality Meats","null","Ghan","872","Northern Territory","Australia","57.05",""
"Supermarket and Grocery Stores","All Butchers","Centapakit Meats Pty Ltd","32 Gason St, Alice Springs NT 0870","Gillen","870","Northern Territory","Australia","230.72",""
"Supermarket and Grocery Stores","All Butchers","Milner Meat & Seafood","Corner Milner Rd and Gason St, Alice Springs NT 0870","Gillen","870","Northern Territory","Australia","230.76",""
"Supermarket and Grocery Stores","All Butchers","Milner Meat & Seafood - Wholesale","Shop 1 / 6 Hearne Pl Northside Shopping Center, Alice Springs NT 0870","Braitling","870","Northern Territory","Australia","233.14",""
"Supermarket and Grocery Stores","All Butchers","Shorty's Quality Meats","6 Hearne Pl, Alice Springs NT 0870","Braitling","870","Northern Territory","Australia","233.14",""
"Supermarket and Grocery Stores","All Butchers","Barkly Quality Butcher","52 Patterson St, Tennant Creek NT 0860","Tennant Creek","860","Northern Territory","Australia","683.3",""
"Supermarket and Grocery Stores","All Butchers","Barkly Quality Butchers","52 Paterson St, Tennant Creek NT 0860","Tennant Creek","860","Northern Territory","Australia","683.3",""
"Supermarket and Grocery Stores","All Butchers","Ceduna Meat Service","Shop 1/ 35 Poynton St, Ceduna SA 5690","Ceduna","5690","South Australia","Australia","706.55",""
"Supermarket and Grocery Stores","All Butchers","Boulia Butcher Shop","Herbert St, Boulia QLD 4829","Boulia","4829","Queensland","Australia","710.84",""
"Supermarket and Grocery Stores","All Butchers","Streaky Bay Meat Service","55 Wells St, Streaky Bay SA 5680","Streaky Bay","5680","South Australia","Australia","783.31",""
"Supermarket and Grocery Stores","All Butchers","Turanga Butchery","Shop 10a Turanga Shopping Centre East St, Mt Isa QLD 4825","Mornington","4825","Queensland","Australia","819.94",""
"Supermarket and Grocery Stores","All Butchers","Stretton Brothers Butchery","Turanga Shopng Cntr, Mt Isa QLD 4825","Mornington","4825","Queensland","Australia","819.94",""
